"Observed","Total","Completeness","Mean","Median","Min","Max","field_name","form_name","section_header","field_type","field_label","select_choices_or_calculations","field_note","text_validation_type_or_show_slider_number","text_validation_min","text_validation_max","identifier","branching_logic","required_field","custom_alignment","question_number","matrix_group_name","matrix_ranking","field_annotation"
"1235","1236","99.9",NA,NA,NA,NA,"a44_x","questionnaires",NA,"radio","8. Ufumana ulwazi kwimithombo yendaba zasekuhlaleni","1, Zange|2, Amaxesha 1-2|3, Amaxesha 3-5|4, Amaxesha 5-10|5, Ngaphezulu kwamaxesha ayi10",NA,NA,NA,NA,NA,"[ques_language] = '2'","y",NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,"instruct7","questionnaires",NA,"descriptive","<div class=""rich-text-field-label""><p style=""text-align: left;""><span style=""color: #236fa1;"">The following section is about <span style=""text-decoration: underline;"">your beliefs about depression</span>.</span></p> <p style=""text-align: left;""><span style=""color: #236fa1;"">Please read each statement carefully. Please indicate whether you Strong Agree, Agree, Disagree or Strongly Agree with each of the following statements</span></p></div>",NA,NA,NA,NA,NA,NA,"[ques_language] = '1'",NA,NA,NA,NA,NA,NA
"2343","2344","100",NA,NA,NA,NA,"b1_eng","questionnaires",NA,"radio","1.People with depression could stop being depressed if they wanted.","1, Strongly Disagree|2, Disagree|3, Neither Disagree nor Agree|4, Agree|5, Strongly Agree",NA,NA,NA,NA,NA,"[ques_language] = '1'","y",NA,NA,"dss",NA,NA
"2343","2344","100",NA,NA,NA,NA,"b2_eng","questionnaires",NA,"radio","2.Depression is a sign of weakness.","1, Strongly Disagree|2, Disagree|3, Neither Disagree nor Agree|4, Agree|5, Strongly Agree",NA,NA,NA,NA,NA,"[ques_language] = '1'","y",NA,NA,"dss",NA,NA
"2343","2344","100",NA,NA,NA,NA,"b3_eng","questionnaires",NA,"radio","3.Depression is not a real medical illness.","1, Strongly Disagree|2, Disagree|3, Neither Disagree nor Agree|4, Agree|5, Strongly Agree",NA,NA,NA,NA,NA,"[ques_language] = '1'","y",NA,NA,"dss",NA,NA
"2343","2344","100",NA,NA,NA,NA,"b4_eng","questionnaires",NA,"radio","4.People with depression are dangerous.","1, Strongly Disagree|2, Disagree|3, Neither Disagree nor Agree|4, Agree|5, Strongly Agree",NA,NA,NA,NA,NA,"[ques_language] = '1'","y",NA,NA,"dss",NA,NA
"2343","2344","100",NA,NA,NA,NA,"b5_eng","questionnaires",NA,"radio","5.It is best to avoid people with depression so you don't become depressed yourself.","1, Strongly Disagree|2, Disagree|3, Neither Disagree nor Agree|4, Agree|5, Strongly Agree",NA,NA,NA,NA,NA,"[ques_language] = '1'","y",NA,NA,"dss",NA,NA
"2343","2344","100",NA,NA,NA,NA,"b6_eng","questionnaires",NA,"radio","6.People with depression are lazy.","1, Strongly Disagree|2, Disagree|3, Neither Disagree nor Agree|4, Agree|5, Strongly Agree",NA,NA,NA,NA,NA,"[ques_language] = '1'","y",NA,NA,"dss",NA,NA
"2343","2344","100",NA,NA,NA,NA,"b7_eng","questionnaires",NA,"radio","7.If I had depression I would not tell anyone.","1, Strongly Disagree|2, Disagree|3, Neither Disagree nor Agree|4, Agree|5, Strongly Agree",NA,NA,NA,NA,NA,"[ques_language] = '1'","y",NA,NA,"dss",NA,NA
"2343","2344","100",NA,NA,NA,NA,"b8_eng","questionnaires",NA,"radio","8.I would not employ someone if I knew they had been depressed.","1, Strongly Disagree|2, Disagree|3, Neither Disagree nor Agree|4, Agree|5, Strongly Agree",NA,NA,NA,NA,NA,"[ques_language] = '1'","y",NA,NA,"dss",NA,NA
"2343","2344","100",NA,NA,NA,NA,"b9_eng","questionnaires",NA,"radio","9.I would not vote for a politician if I knew they had been depressed.","1, Strongly Disagree|2, Disagree|3, Neither Disagree nor Agree|4, Agree|5, Strongly Agree",NA,NA,NA,NA,NA,"[ques_language] = '1'","y",NA,NA,"dss",NA,NA
NA,NA,NA,NA,NA,NA,NA,"instruct6","questionnaires",NA,"descriptive","<div class=""rich-text-field-label""><p><span style=""color: #236fa1;"">The following section is about <span style=""text-decoration: underline;"">your beliefs about alcohol abuse</span>.</span><br /><br /><span style=""color: #236fa1;"">Please read each statement carefully. Please indicate whether you Strong Agree, Agree, Disagree or Strongly Agree with each of the following statements</span></p></div>",NA,NA,NA,NA,NA,NA,"[ques_language] = '1'",NA,NA,NA,NA,NA,NA
"2343","2344","100",NA,NA,NA,NA,"b10_eng","questionnaires",NA,"radio","10.People who abuse alcohol could stop if they wanted.","1, Strongly Disagree|2, Disagree|3, Neither Disagree nor Agree|4, Agree|5, Strongly Agree",NA,NA,NA,NA,NA,"[ques_language] = '1'","y",NA,NA,"adapted_dss_alcohol",NA,NA
"2343","2344","100",NA,NA,NA,NA,"b11_eng","questionnaires",NA,"radio","11.Alcohol abuse is a sign of weakness.","1, Strongly Disagree|2, Disagree|3, Neither Disagree nor Agree|4, Agree|5, Strongly Agree",NA,NA,NA,NA,NA,"[ques_language] = '1'","y",NA,NA,"adapted_dss_alcohol",NA,NA
"2343","2344","100",NA,NA,NA,NA,"b12_eng","questionnaires",NA,"radio","12.Alcohol abuse is not a real medical illness.","1, Strongly Disagree|2, Disagree|3, Neither Disagree nor Agree|4, Agree|5, Strongly Agree",NA,NA,NA,NA,NA,"[ques_language] = '1'","y",NA,NA,"adapted_dss_alcohol",NA,NA
"2343","2344","100",NA,NA,NA,NA,"b13_eng","questionnaires",NA,"radio","13.People who abuse alcohol are dangerous.","1, Strongly Disagree|2, Disagree|3, Neither Disagree nor Agree|4, Agree|5, Strongly Agree",NA,NA,NA,NA,NA,"[ques_language] = '1'","y",NA,NA,"adapted_dss_alcohol",NA,NA
"2343","2344","100",NA,NA,NA,NA,"b14_eng","questionnaires",NA,"radio","14.It is best to avoid people who abuse alcohol so you don't start abusing alcohol yourself.","1, Strongly Disagree|2, Disagree|3, Neither Disagree nor Agree|4, Agree|5, Strongly Agree",NA,NA,NA,NA,NA,"[ques_language] = '1'","y",NA,NA,"adapted_dss_alcohol",NA,NA
"2343","2344","100",NA,NA,NA,NA,"b15_eng","questionnaires",NA,"radio","15.People who abuse alcohol are lazy.","1, Strongly Disagree|2, Disagree|3, Neither Disagree nor Agree|4, Agree|5, Strongly Agree",NA,NA,NA,NA,NA,"[ques_language] = '1'","y",NA,NA,"adapted_dss_alcohol",NA,NA
"2343","2344","100",NA,NA,NA,NA,"b16_eng","questionnaires",NA,"radio","16.If I abused alcohol I would not tell anyone","1, Strongly Disagree|2, Disagree|3, Neither Disagree nor Agree|4, Agree|5, Strongly Agree",NA,NA,NA,NA,NA,"[ques_language] = '1'","y",NA,NA,"adapted_dss_alcohol",NA,NA
"2343","2344","100",NA,NA,NA,NA,"b17_eng","questionnaires",NA,"radio","17.I would not employ someone if I knew they had previously abused alcohol.","1, Strongly Disagree|2, Disagree|3, Neither Disagree nor Agree|4, Agree|5, Strongly Agree",NA,NA,NA,NA,NA,"[ques_language] = '1'","y",NA,NA,"adapted_dss_alcohol",NA,NA
"2343","2344","100",NA,NA,NA,NA,"b18_eng","questionnaires",NA,"radio","18.I would not vote for a politician if I knew they had previously abused alcohol.","1, Strongly Disagree|2, Disagree|3, Neither Disagree nor Agree|4, Agree|5, Strongly Agree",NA,NA,NA,NA,NA,"[ques_language] = '1'","y",NA,NA,"adapted_dss_alcohol",NA,NA
NA,NA,NA,NA,NA,NA,NA,"instruct5","questionnaires",NA,"descriptive","<div class=""rich-text-field-label""><p><span style=""color: #236fa1;"">The following section is about <span style=""text-decoration: underline;"">your beliefs about drug abuse</span>.</span><br /><br /><span style=""color: #236fa1;"">Please read each statement carefully. Please indicate whether you Strong Agree, Agree, Disagree or Strongly Agree with each of the following statements.</span></p></div>",NA,NA,NA,NA,NA,NA,"[ques_language] = '1'",NA,NA,NA,NA,NA,NA
"2343","2344","100",NA,NA,NA,NA,"b19_eng","questionnaires",NA,"radio","19.People who abuse drugs could stop if they wanted.","1, Strongly Disagree|2, Disagree|3, Neither Disagree nor Agree|4, Agree|5, Strongly Agree",NA,NA,NA,NA,NA,"[ques_language] = '1'","y",NA,NA,"adapted_dss_drug",NA,NA
"2343","2344","100",NA,NA,NA,NA,"b20_eng","questionnaires",NA,"radio","20.Drug abuse is a sign of weakness.","1, Strongly Disagree|2, Disagree|3, Neither Disagree nor Agree|4, Agree|5, Strongly Agree",NA,NA,NA,NA,NA,"[ques_language] = '1'","y",NA,NA,"adapted_dss_drug",NA,NA
"2343","2344","100",NA,NA,NA,NA,"b21_eng","questionnaires",NA,"radio","21.Drug abuse is not a real medical illness","1, Strongly Disagree|2, Disagree|3, Neither Disagree nor Agree|4, Agree|5, Strongly Agree",NA,NA,NA,NA,NA,"[ques_language] = '1'","y",NA,NA,"adapted_dss_drug",NA,NA
"2343","2344","100",NA,NA,NA,NA,"b22_eng","questionnaires",NA,"radio","22.People who abuse drugs are dangerous.","1, Strongly Disagree|2, Disagree|3, Neither Disagree nor Agree|4, Agree|5, Strongly Agree",NA,NA,NA,NA,NA,"[ques_language] = '1'","y",NA,NA,"adapted_dss_drug",NA,NA
"2343","2344","100",NA,NA,NA,NA,"b23_eng","questionnaires",NA,"radio","23.It is best to avoid people who abuse drug so you don't start abusing drugs yourself.","1, Strongly Disagree|2, Disagree|3, Neither Disagree nor Agree|4, Agree|5, Strongly Agree",NA,NA,NA,NA,NA,"[ques_language] = '1'","y",NA,NA,"adapted_dss_drug",NA,NA
"2343","2344","100",NA,NA,NA,NA,"b24_eng","questionnaires",NA,"radio","24.People who abuse drugs are lazy.","1, Strongly Disagree|2, Disagree|3, Neither Disagree nor Agree|4, Agree|5, Strongly Agree",NA,NA,NA,NA,NA,"[ques_language] = '1'","y",NA,NA,"adapted_dss_drug",NA,NA
"2343","2344","100",NA,NA,NA,NA,"b25_eng","questionnaires",NA,"radio","25.If I abused drugs I would not tell anyone.","1, Strongly Disagree|2, Disagree|3, Neither Disagree nor Agree|4, Agree|5, Strongly Agree",NA,NA,NA,NA,NA,"[ques_language] = '1'","y",NA,NA,"adapted_dss_drug",NA,NA
"2343","2344","100",NA,NA,NA,NA,"b26_eng","questionnaires",NA,"radio","26.I would not employ someone if I knew they had previously abused drugs.","1, Strongly Disagree|2, Disagree|3, Neither Disagree nor Agree|4, Agree|5, Strongly Agree",NA,NA,NA,NA,NA,"[ques_language] = '1'","y",NA,NA,"adapted_dss_drug",NA,NA
"2343","2344","100",NA,NA,NA,NA,"b27_eng","questionnaires",NA,"radio","27.I would not vote for a politician if I knew they had previously abused drugs.","1, Strongly Disagree|2, Disagree|3, Neither Disagree nor Agree|4, Agree|5, Strongly Agree",NA,NA,NA,NA,NA,"[ques_language] = '1'","y",NA,NA,"adapted_dss_drug",NA,NA
NA,NA,NA,NA,NA,NA,NA,"instruct17","questionnaires",NA,"descriptive","<div class=""rich-text-field-label""><p><span style=""color: #236fa1;"">The following section is about <span style=""text-decoration: underline;"">your beliefs about alcohol use and TB.</span></span><br /><br /><span style=""color: #236fa1;"">Please read each statement carefully. Please indicate whether you Strong Agree, Agree, Disagree or Strongly Agree with each of the following statements.</span></p></div>",NA,NA,NA,NA,NA,NA,"[ques_language] = '1'",NA,NA,NA,NA,NA,NA
"2343","2344","100",NA,NA,NA,NA,"b28_eng","questionnaires",NA,"radio","28.People who have TB  and drink alcohol should be ashamed of themselves.","1, Strongly Disagree|2, Disagree|3, Neither Disagree nor Agree|4, Agree|5, Strongly Agree",NA,NA,NA,NA,NA,"[ques_language] = '1'","y",NA,NA,"adapted_dss_tb",NA,NA
"2343","2344","100",NA,NA,NA,NA,"b29_eng","questionnaires",NA,"radio","29.People who have TB and stop drinking alcohol are more responsible.","1, Strongly Disagree|2, Disagree|3, Neither Disagree nor Agree|4, Agree|5, Strongly Agree",NA,NA,NA,NA,NA,"[ques_language] = '1'","y",NA,NA,"adapted_dss_tb",NA,NA
"2343","2344","100",NA,NA,NA,NA,"b30_eng","questionnaires",NA,"radio","30.People who have TB should not be allowed to drink alcohol.","1, Strongly Disagree|2, Disagree|3, Neither Disagree nor Agree|4, Agree|5, Strongly Agree",NA,NA,NA,NA,NA,"[ques_language] = '1'","y",NA,NA,"adapted_dss_tb",NA,NA
"2343","2344","100",NA,NA,NA,NA,"b31_eng","questionnaires",NA,"radio","31.The nurses at the clinic should reprimand people who have TB and drink alcohol.","1, Strongly Disagree|2, Disagree|3, Neither Disagree nor Agree|4, Agree|5, Strongly Agree",NA,NA,NA,NA,NA,"[ques_language] = '1'","y",NA,NA,"adapted_dss_tb",NA,NA
"2343","2344","100",NA,NA,NA,NA,"b32_eng","questionnaires",NA,"radio","32.People who drink alcohol should not be allowed to take their TB medication.","1, Strongly Disagree|2, Disagree|3, Neither Disagree nor Agree|4, Agree|5, Strongly Agree",NA,NA,NA,NA,NA,"[ques_language] = '1'","y",NA,NA,"adapted_dss_tb",NA,NA
NA,NA,NA,NA,NA,NA,NA,"instruct14","questionnaires",NA,"descriptive","<div class=""rich-text-field-label""><p><span style=""color: #236fa1;"">Eli candelo lilandelayo lithetha <span style=""text-decoration: underline;"">ngeenkolelo zakho ngodandatheko</span>.</span></p> <p><span style=""color: #236fa1;"">Nceda ufunde ingxelo nganye ngononophelo. Nceda ubonise ukuba uVumelana kakhulu, uyavuma, awuvumi okanye awuvumelani kakhulu nengxelo nganye kwezi zilandelayo.</span></p></div>",NA,NA,NA,NA,NA,NA,"[ques_language] = '2'",NA,NA,NA,NA,NA,NA
"1235","1236","99.9",NA,NA,NA,NA,"b1_xho","questionnaires",NA,"radio","1.Abantu abanokudakumba banokuyeka ukudakumba ukuba bayafuna","1, Andivumi kakhulu|2, Andivumi|3, Ndingavumelana okanye ndingavumelani|4, Ndiyavuma|5, Ndiyavuma kakhulu",NA,NA,NA,NA,NA,"[ques_language] = '2'","y",NA,NA,"dss_xho1",NA,NA
"1235","1236","99.9",NA,NA,NA,NA,"b2_xho","questionnaires",NA,"radio","2.Ukudakumba luphawo lobuthathaka.","1, Andivumi kakhulu|2, Andivumi|3, Ndingavumelana okanye ndingavumelani|4, Ndiyavuma|5, Ndiyavuma kakhulu",NA,NA,NA,NA,NA,"[ques_language] = '2'","y",NA,NA,"dss_xho1",NA,NA
"1235","1236","99.9",NA,NA,NA,NA,"b3_xho","questionnaires",NA,"radio","3.Isifo soxinizelelo lwegqondo, ayisiso isifo sokwenyani ngokwezempilo.","1, Andivumi kakhulu|2, Andivumi|3, Ndingavumelana okanye ndingavumelani|4, Ndiyavuma|5, Ndiyavuma kakhulu",NA,NA,NA,NA,NA,"[ques_language] = '2'","y",NA,NA,"dss_xho1",NA,NA
"1235","1236","99.9",NA,NA,NA,NA,"b4_xho","questionnaires",NA,"radio","4.Abantu abanoxinizelelo lwe ngqondo bayingozi","1, Andivumi kakhulu|2, Andivumi|3, Ndingavumelana okanye ndingavumelani|4, Ndiyavuma|5, Ndiyavuma kakhulu",NA,NA,NA,NA,NA,"[ques_language] = '2'","y",NA,NA,"dss_xho1",NA,NA
"1235","1236","99.9",NA,NA,NA,NA,"b5_xho","questionnaires",NA,"radio","5.Kungcono ukukuphepha abantu abanengxaki nokudakumba ukuze nawe ungachaphazeleki","1, Andivumi kakhulu|2, Andivumi|3, Ndingavumelana okanye ndingavumelani|4, Ndiyavuma|5, Ndiyavuma kakhulu",NA,NA,NA,NA,NA,"[ques_language] = '2'","y",NA,NA,"dss_xho1",NA,NA
"1235","1236","99.9",NA,NA,NA,NA,"b6_xho","questionnaires",NA,"radio","6.Abantu abanokudakumba okanye uxinzelelo lwengqondo bayonqena","1, Andivumi kakhulu|2, Andivumi|3, Ndingavumelana okanye ndingavumelani|4, Ndiyavuma|5, Ndiyavuma kakhulu",NA,NA,NA,NA,NA,"[ques_language] = '2'","y",NA,NA,"dss_xho1",NA,NA
"1235","1236","99.9",NA,NA,NA,NA,"b7_xho","questionnaires",NA,"radio","7.Ukuba ubunokudakumba okanye uxinzelelo lwengqondo ubungenokuxelela mntu.","1, Andivumi kakhulu|2, Andivumi|3, Ndingavumelana okanye ndingavumelani|4, Ndiyavuma|5, Ndiyavuma kakhulu",NA,NA,NA,NA,NA,"[ques_language] = '2'","y",NA,NA,"dss_xho1",NA,NA
"1235","1236","99.9",NA,NA,NA,NA,"b8_xho","questionnaires",NA,"radio","8.Andinakumqasha umntu ukuba bendiyazi ukuba bakhe banokudakumba okanye uxinzelelo lwengqondo","1, Andivumi kakhulu|2, Andivumi|3, Ndingavumelana okanye ndingavumelani|4, Ndiyavuma|5, Ndiyavuma kakhulu",NA,NA,NA,NA,NA,"[ques_language] = '2'","y",NA,NA,"dss_xho1",NA,NA
"1235","1236","99.9",NA,NA,NA,NA,"b9_xho","questionnaires",NA,"radio","9.Andinaku votela umntu wezopolitiko ukuba bendiyazi ukuba bakhe banoxinzelelo lwengqondo okanye ukudakumba ngaphambili?","1, Andivumi kakhulu|2, Andivumi|3, Ndingavumelana okanye ndingavumelani|4, Ndiyavuma|5, Ndiyavuma kakhulu",NA,NA,NA,NA,NA,"[ques_language] = '2'","y",NA,NA,"dss_xho1",NA,NA
NA,NA,NA,NA,NA,NA,NA,"instruct15","questionnaires",NA,"descriptive","<div class=""rich-text-field-label""><p><span style=""color: #236fa1;"">Eli candelo lilandelayo lithetha <span style=""text-decoration: underline;"">ngeenkolelo zakho ngokusetyenziswa kakubi kotywala.</span></span></p> <p><span style=""color: #236fa1;"">Nceda ufunde ingxelo nganye ngononophelo. Nceda ubonise ukuba uvumelana kakhulu, uyavuma, awuvumi okanye awuvumelani kakhulu nengxelo nganye kwezi zilandelayo.</span></p></div>",NA,NA,NA,NA,NA,NA,"[ques_language] = '2'",NA,NA,NA,NA,NA,NA
"1235","1236","99.9",NA,NA,NA,NA,"b10_xho","questionnaires",NA,"radio","10.Abantu abasebenzisa ngolunya utywala,bebenoyeka ukuba bayafuna","1, Andivumi kakhulu|2, Andivumi|3, Ndingavumelana okanye ndingavumelani|4, Ndiyavuma|5, Ndiyavuma kakhulu",NA,NA,NA,NA,NA,"[ques_language] = '2'","y",NA,NA,"adapted_dss_alcohol_xho2",NA,NA
"1234","1236","99.8",NA,NA,NA,NA,"b11_xho","questionnaires",NA,"radio","11.Ukusetyenziswa kakubi kotywala luphawo lobuthathaka","1, Andivumi kakhulu|2, Andivumi|3, Ndingavumelana okanye ndingavumelani|4, Ndiyavuma|5, Ndiyavuma kakhulu",NA,NA,NA,NA,NA,"[ques_language] = '2'","y",NA,NA,"adapted_dss_alcohol_xho2",NA,NA
"1234","1236","99.8",NA,NA,NA,NA,"b12_xho","questionnaires",NA,"radio","12.Ukusebenzisa utywala ngolunya ayisosigulo sokwenyani.","1, Andivumi kakhulu|2, Andivumi|3, Ndingavumelana okanye ndingavumelani|4, Ndiyavuma|5, Ndiyavuma kakhulu",NA,NA,NA,NA,NA,"[ques_language] = '2'","y",NA,NA,"adapted_dss_alcohol_xho2",NA,NA
"1235","1236","99.9",NA,NA,NA,NA,"b13_xho","questionnaires",NA,"radio","13.Abantu abasebenzisa utywala ngolunya bakhohlakele.","1, Andivumi kakhulu|2, Andivumi|3, Ndingavumelana okanye ndingavumelani|4, Ndiyavuma|5, Ndiyavuma kakhulu",NA,NA,NA,NA,NA,"[ques_language] = '2'","y",NA,NA,"adapted_dss_alcohol_xho2",NA,NA
"1235","1236","99.9",NA,NA,NA,NA,"b14_xho","questionnaires",NA,"radio","14.Kungcono ungazimanyanisi nabantu abasebenzisa utywala ngolunya ukuze ungaqalisi nawe","1, Andivumi kakhulu|2, Andivumi|3, Ndingavumelana okanye ndingavumelani|4, Ndiyavuma|5, Ndiyavuma kakhulu",NA,NA,NA,NA,NA,"[ques_language] = '2'","y",NA,NA,"adapted_dss_alcohol_xho2",NA,NA
"1235","1236","99.9",NA,NA,NA,NA,"b15_xho","questionnaires",NA,"radio","15.Abantu abasela tywala ngolunya bawonqena","1, Andivumi kakhulu|2, Andivumi|3, Ndingavumelana okanye ndingavumelani|4, Ndiyavuma|5, Ndiyavuma kakhulu",NA,NA,NA,NA,NA,"[ques_language] = '2'","y",NA,NA,"adapted_dss_alcohol_xho2",NA,NA
"1235","1236","99.9",NA,NA,NA,NA,"b16_xho","questionnaires",NA,"radio","16.Ukuba ndisebenzisa utywala ngolunya soze ndichazele nabani na.","1, Andivumi kakhulu|2, Andivumi|3, Ndingavumelana okanye ndingavumelani|4, Ndiyavuma|5, Ndiyavuma kakhulu",NA,NA,NA,NA,NA,"[ques_language] = '2'","y",NA,NA,"adapted_dss_alcohol_xho2",NA,NA
"1235","1236","99.9",NA,NA,NA,NA,"b17_xho","questionnaires",NA,"radio","17.Andisoze ndiqashe umntu ndiyazi ukuba sekhe wasebenzisa ngolunya utywala ngaphambili","1, Andivumi kakhulu|2, Andivumi|3, Ndingavumelana okanye ndingavumelani|4, Ndiyavuma|5, Ndiyavuma kakhulu",NA,NA,NA,NA,NA,"[ques_language] = '2'","y",NA,NA,"adapted_dss_alcohol_xho2",NA,NA
"1235","1236","99.9",NA,NA,NA,NA,"b18_xho","questionnaires",NA,"radio","18.Andinakuvotela umntu wezopolitiko ukuba bendisazi ukuba ebekhe wasebenzisa kakubi utywala.","1, Andivumi kakhulu|2, Andivumi|3, Ndingavumelana okanye ndingavumelani|4, Ndiyavuma|5, Ndiyavuma kakhulu",NA,NA,NA,NA,NA,"[ques_language] = '2'","y",NA,NA,"adapted_dss_alcohol_xho2",NA,NA
NA,NA,NA,NA,NA,NA,NA,"instruct16","questionnaires",NA,"descriptive","<div class=""rich-text-field-label""><p><span style=""color: #236fa1;"">Eli candelo lilandelayo lithetha <span style=""text-decoration: underline;"">ngeenkolelo zakho ngokusetyenziswa kakubi kweziyobisi.</span></span></p> <p><span style=""color: #236fa1;"">Nceda ufunde ingxelo nganye ngononophelo. Nceda ubonise ukuba uvumelana kakhulu, uyavuma, awuvumi okanye awuvumelani kakhulu nengxelo nganye kwezi zilandelayo.</span></p></div>",NA,NA,NA,NA,NA,NA,"[ques_language] = '2'",NA,NA,NA,NA,NA,NA
"1235","1236","99.9",NA,NA,NA,NA,"b19_xho","questionnaires",NA,"radio","19.Abantu abaxhaphaza iziyobisi bangayeka xabefuna.","1, Andivumi kakhulu|2, Andivumi|3, Ndingavumelana okanye ndingavumelani|4, Ndiyavuma|5, Ndiyavuma kakhulu",NA,NA,NA,NA,NA,"[ques_language] = '2'","y",NA,NA,"adapted_dss_drug_xho2",NA,NA
"1235","1236","99.9",NA,NA,NA,NA,"b20_xho","questionnaires",NA,"radio","20.Ukusebenzisa kakubi iziyobisi luphawo lobuthathaka","1, Andivumi kakhulu|2, Andivumi|3, Ndingavumelana okanye ndingavumelani|4, Ndiyavuma|5, Ndiyavuma kakhulu",NA,NA,NA,NA,NA,"[ques_language] = '2'","y",NA,NA,"adapted_dss_drug_xho2",NA,NA
"1235","1236","99.9",NA,NA,NA,NA,"b21_xho","questionnaires",NA,"radio","21.Ukusetyenziswa kakubi kweziyobisi ayisosigulo sokwenyani sonyango?","1, Andivumi kakhulu|2, Andivumi|3, Ndingavumelana okanye ndingavumelani|4, Ndiyavuma|5, Ndiyavuma kakhulu",NA,NA,NA,NA,NA,"[ques_language] = '2'","y",NA,NA,"adapted_dss_drug_xho2",NA,NA
"1235","1236","99.9",NA,NA,NA,NA,"b22_xho","questionnaires",NA,"radio","22.Abantu abasebenzisa iziyobisi banobungozi","1, Andivumi kakhulu|2, Andivumi|3, Ndingavumelana okanye ndingavumelani|4, Ndiyavuma|5, Ndiyavuma kakhulu",NA,NA,NA,NA,NA,"[ques_language] = '2'","y",NA,NA,"adapted_dss_drug_xho2",NA,NA
"1235","1236","99.9",NA,NA,NA,NA,"b23_xho","questionnaires",NA,"radio","23.Kungcono ukubaphepha abantu abasebenzisa iziyobisi ukuze ungaqalisi ukusebenzisa kakubi iziyobisi ngokwakho","1, Andivumi kakhulu|2, Andivumi|3, Ndingavumelana okanye ndingavumelani|4, Ndiyavuma|5, Ndiyavuma kakhulu",NA,NA,NA,NA,NA,"[ques_language] = '2'","y",NA,NA,"adapted_dss_drug_xho2",NA,NA
