"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
hhc_q2_ss12,hhc_questionnaire_2,,radio,"12. I can talk about my problems with my friends.","1, Very Strongly Disagree|2, Strongly Disagree|3, Mildly Disagree|4, Neutral|5, Mildly Agree|6, Strongly Agree|7, Very Strongly Agree",,,,,,,y,,,hhc_q2_pss,,
hhc_q2_mos_description,hhc_questionnaire_2,,descriptive,"<div class=""rich-text-field-label""><h5><span style=""color: #169179;"">People sometimes look to others for companionship, assistance, or other types of support. How often is each of the following kinds of support available to you if you need it?</span></h5></div>",,,,,,,,,LV,,,,
hhc_q2_mos1,hhc_questionnaire_2,,radio,"1. Someone to help you if you were confined in bed","1, None of the time | 2, A little of the time | 3, Some of the time | 4, Most of the time | 5, All of the time",,,,,,,y,LV,,hhc_q2_mos,,
hhc_q2_mos2,hhc_questionnaire_2,,radio,"2. Someone you can count on to listen to you when you need to talk","1, None of the time | 2, A little of the time | 3, Some of the time | 4, Most of the time | 5, All of the time",,,,,,,y,LV,,hhc_q2_mos,,
hhc_q2_mos3,hhc_questionnaire_2,,radio,"3. Someone to give you advice about a crisis","1, None of the time | 2, A little of the time | 3, Some of the time | 4, Most of the time | 5, All of the time",,,,,,,y,LV,,hhc_q2_mos,,
hhc_q2_mos4,hhc_questionnaire_2,,radio,"4. Someone to take you to the doctor if you needed it","1, None of the time | 2, A little of the time | 3, Some of the time | 4, Most of the time | 5, All of the time",,,,,,,y,LV,,hhc_q2_mos,,
hhc_q2_mos5,hhc_questionnaire_2,,radio,"5. Someone who shows you love and affection","1, None of the time | 2, A little of the time | 3, Some of the time | 4, Most of the time | 5, All of the time",,,,,,,y,LV,,hhc_q2_mos,,
hhc_q2_mos6,hhc_questionnaire_2,,radio,"6. Someone to have a good time with","1, None of the time | 2, A little of the time | 3, Some of the time | 4, Most of the time | 5, All of the time",,,,,,,y,LV,,hhc_q2_mos,,
hhc_q2_mos7,hhc_questionnaire_2,,radio,"7. Someone to give you information to help you understand a situation","1, None of the time | 2, A little of the time | 3, Some of the time | 4, Most of the time | 5, All of the time",,,,,,,y,LV,,hhc_q2_mos,,
hhc_q2_mos8,hhc_questionnaire_2,,radio,"8. Someone to confide in or talk to about yourself or your problems","1, None of the time | 2, A little of the time | 3, Some of the time | 4, Most of the time | 5, All of the time",,,,,,,y,LV,,hhc_q2_mos,,
hhc_q2_mos9,hhc_questionnaire_2,,radio,"9. Someone who hugs you","1, None of the time | 2, A little of the time | 3, Some of the time | 4, Most of the time | 5, All of the time",,,,,,,y,LV,,hhc_q2_mos,,
hhc_q2_mos10,hhc_questionnaire_2,,radio,"10. Someone to get together for relaxation","1, None of the time | 2, A little of the time | 3, Some of the time | 4, Most of the time | 5, All of the time",,,,,,,y,LV,,hhc_q2_mos,,
hhc_q2_mos11,hhc_questionnaire_2,,radio,"11. Someone to prepare your meals if you were unable to do it yourself","1, None of the time | 2, A little of the time | 3, Some of the time | 4, Most of the time | 5, All of the time",,,,,,,y,LV,,hhc_q2_mos,,
hhc_q2_mos12,hhc_questionnaire_2,,radio,"12. Someone whose advice you really want","1, None of the time | 2, A little of the time | 3, Some of the time | 4, Most of the time | 5, All of the time",,,,,,,y,LV,,hhc_q2_mos,,
hhc_q2_mos13,hhc_questionnaire_2,,radio,"13. Someone to do things with to help get your mind off things","1, None of the time | 2, A little of the time | 3, Some of the time | 4, Most of the time | 5, All of the time",,,,,,,y,LV,,hhc_q2_mos,,
hhc_q2_mos14,hhc_questionnaire_2,,radio,"14. Someone to help with daily chores if you were sick","1, None of the time | 2, A little of the time | 3, Some of the time | 4, Most of the time | 5, All of the time",,,,,,,y,LV,,hhc_q2_mos,,
hhc_q2_mos15,hhc_questionnaire_2,,radio,"15. Someone to share your most private worries and fears with","1, None of the time | 2, A little of the time | 3, Some of the time | 4, Most of the time | 5, All of the time",,,,,,,y,LV,,hhc_q2_mos,,
hhc_q2_mos16,hhc_questionnaire_2,,radio,"16. Someone to turn to for suggestions about how to deal with a personal problem","1, None of the time | 2, A little of the time | 3, Some of the time | 4, Most of the time | 5, All of the time",,,,,,,y,LV,,hhc_q2_mos,,
hhc_q2_mos17,hhc_questionnaire_2,,radio,"17. Someone to do something enjoyable with","1, None of the time | 2, A little of the time | 3, Some of the time | 4, Most of the time | 5, All of the time",,,,,,,y,LV,,hhc_q2_mos,,
hhc_q2_mos18,hhc_questionnaire_2,,radio,"18. Someone who understands your problems","1, None of the time | 2, A little of the time | 3, Some of the time | 4, Most of the time | 5, All of the time",,,,,,,y,LV,,hhc_q2_mos,,
hhc_q2_mos19,hhc_questionnaire_2,,radio,"19. Someone to love and make you feel wanted","1, None of the time | 2, A little of the time | 3, Some of the time | 4, Most of the time | 5, All of the time",,,,,,,y,LV,,hhc_q2_mos,,
hhc_q2_instruct4_ss,hhc_questionnaire_2,"<div class=""rich-text-field-label""><h6 style=""text-align: center;"">SECTION 14: SOCIAL CAPITAL + TRUST</h6></div>",descriptive,"<div class=""rich-text-field-label""><h5><span style=""color: #169179;"">The statements below are about <span style=""text-decoration: underline;"">networks of relationships among people in your community</span>.</span><br /><br /><span style=""color: #169179;"">Do you agree or disagree with statements about the people in the community where you live?</span></h5></div>",,,,,,,,,LV,,,,
hhc_q2_sst1,hhc_questionnaire_2,,radio,"1. People in the community where I live are friendly","1, Strongly Disagree | 2, Disagree | 3, Agree | 4, Strongly Agree",,,,,,,y,,,hhc_q2_sst3,,
hhc_q2_sst2,hhc_questionnaire_2,,radio,"2. People in the community where I live help each other without having to be asked","1, Strongly Disagree | 2, Disagree | 3, Agree | 4, Strongly Agree",,,,,,,y,,,hhc_q2_sst3,,
hhc_q2_sst3,hhc_questionnaire_2,,radio,"3. People in the community where I live trust their neighbors","1, Strongly Disagree | 2, Disagree | 3, Agree | 4, Strongly Agree",,,,,,,y,,,hhc_q2_sst3,,
hhc_q2_sst4,hhc_questionnaire_2,,radio,"4. How do you view other people?

Generally speaking, would you say that most people can be trusted or that you can't be too careful in dealing with people?","1, People can be trusted | 2, You can't be too careful | 3, Depends",,,,,,,y,LV,,,,
hhc_q2_instruct3_ss,hhc_questionnaire_2,,descriptive,"<div class=""rich-text-field-label""><h5><span style=""color: #236fa1;"">We'd like to know how much you <span style=""text-decoration: underline;"">trust different groups of people or sources of information</span>. Generally speaking, would you say that you can trust them a lot, some, only a little, or not at all?</span></h5></div>",,,,,,,,,LV,,,,
hhc_q2_sst5,hhc_questionnaire_2,,radio,"5. People in the community where you live","4, Trust them alot | 3, Some | 2, Only a little | 1, Not at all | 0, Doesn't apply",,,,,,,y,,,hhc_q2_sst18,,
hhc_q2_sst6,hhc_questionnaire_2,,radio,"6. People you work with","4, Trust them alot | 3, Some | 2, Only a little | 1, Not at all | 0, Doesn't apply",,,,,,,y,,,hhc_q2_sst18,,
hhc_q2_sst7,hhc_questionnaire_2,,radio,"7. People at your church or place of worship","4, Trust them alot | 3, Some | 2, Only a little | 1, Not at all | 0, Doesn't apply",,,,,,,y,,,hhc_q2_sst18,,
hhc_q2_sst8,hhc_questionnaire_2,,radio,"8. People who work in the stores where you shop","4, Trust them alot | 3, Some | 2, Only a little | 1, Not at all | 0, Doesn't apply",,,,,,,y,,,hhc_q2_sst18,,
hhc_q2_sst9,hhc_questionnaire_2,,radio,"9. The local news sources, for example ""Radio, Television, Newspapers, Loudspeaker""","4, Trust them alot | 3, Some | 2, Only a little | 1, Not at all | 0, Doesn't apply",,,,,,,y,,,hhc_q2_sst18,,
hhc_q2_sst10,hhc_questionnaire_2,,radio,"10. Your online social network, for example ""WhatsApp, Facebook, Instagram, Twitter, TikTok""","4, Trust them alot | 3, Some | 2, Only a little | 1, Not at all | 0, Doesn't apply",,,,,,,y,,,hhc_q2_sst18,,
hhc_q2_sst11,hhc_questionnaire_2,,radio,"11. The police in your community","4, Trust them alot | 3, Some | 2, Only a little | 1, Not at all | 0, Doesn't apply",,,,,,,y,,,hhc_q2_sst18,,
hhc_q2_sst12,hhc_questionnaire_2,,radio,"12. Xhosa people","4, Trust them alot | 3, Some | 2, Only a little | 1, Not at all | 0, Doesn't apply",,,,,,,y,,,hhc_q2_sst18,,
hhc_q2_sst13,hhc_questionnaire_2,,radio,"13. Zulu people","4, Trust them alot | 3, Some | 2, Only a little | 1, Not at all | 0, Doesn't apply",,,,,,,y,,,hhc_q2_sst18,,
hhc_q2_sst14,hhc_questionnaire_2,,radio,"14. Other Black South Africans, for example ""Venda, Sotho, Ndebele, Tswana, Tsonga, Pedi""","4, Trust them alot | 3, Some | 2, Only a little | 1, Not at all | 0, Doesn't apply",,,,,,,y,,,hhc_q2_sst18,,
hhc_q2_sst15,hhc_questionnaire_2,,radio,"15. Colored people","4, Trust them alot | 3, Some | 2, Only a little | 1, Not at all | 0, Doesn't apply",,,,,,,y,,,hhc_q2_sst18,,
hhc_q2_sst16,hhc_questionnaire_2,,radio,"16. Indian people","4, Trust them alot | 3, Some | 2, Only a little | 1, Not at all | 0, Doesn't apply",,,,,,,y,,,hhc_q2_sst18,,
hhc_q2_sst17,hhc_questionnaire_2,,radio,"17. White people","4, Trust them alot | 3, Some | 2, Only a little | 1, Not at all | 0, Doesn't apply",,,,,,,y,,,hhc_q2_sst18,,
hhc_q2_sst18,hhc_questionnaire_2,,radio,"18. People who are from other African countries, for example Zimbabwe, Mozambique, or Nigeria","4, Trust them alot | 3, Some | 2, Only a little | 1, Not at all | 0, Doesn't apply",,,,,,,y,,,hhc_q2_sst18,,
hhc_q2_instruct2_ss,hhc_questionnaire_2,,descriptive,"<div class=""rich-text-field-label""><h5><span style=""color: #236fa1;"">This set of questions asks about different interactions you may have with people who live in the same community as you.</span></h5></div>",,,,,,,,,LV,,,,
hhc_q2_sst19,hhc_questionnaire_2,,radio,"19. How likely is it that a neighbour would help you when you are sick?","3, Very Likely | 2, Somewhat Likely | 1, Not Likely at all",,,,,,,y,,,hhc_q2_sst26,,
hhc_q2_sst20,hhc_questionnaire_2,,radio,"20. How likely is it that you would help a neighbour when he/she is sick?","3, Very Likely | 2, Somewhat Likely | 1, Not Likely at all",,,,,,,y,,,hhc_q2_sst26,,
hhc_q2_sst21,hhc_questionnaire_2,,radio,"21. How likely is it that a neighbour would keep an eye on your home while you are away?","3, Very Likely | 2, Somewhat Likely | 1, Not Likely at all",,,,,,,y,,,hhc_q2_sst26,,
hhc_q2_sst22,hhc_questionnaire_2,,radio,"22. How likely is it that a neighbour would lend/borrow you R250?","3, Very Likely | 2, Somewhat Likely | 1, Not Likely at all",,,,,,,y,,,hhc_q2_sst26,,
hhc_q2_sst23,hhc_questionnaire_2,,radio,"23. How likely is it that you would lend a neighbour R250?","3, Very Likely | 2, Somewhat Likely | 1, Not Likely at all",,,,,,,y,,,hhc_q2_sst26,,
hhc_q2_sst24,hhc_questionnaire_2,,radio,"24. How likely is it that you would lend  a neighbor R60 to take public transportation?","3, Very Likely | 2, Somewhat Likely | 1, Not Likely at all",,,,,,,y,,,hhc_q2_sst26,,
hhc_q2_sst25,hhc_questionnaire_2,,radio,"25. How likely is it that a neighbour would lend/borrow you some salt?","3, Very Likely | 2, Somewhat Likely | 1, Not Likely at all",,,,,,,y,,,hhc_q2_sst26,,
hhc_q2_sst26,hhc_questionnaire_2,,radio,"26. How likely is it that you would lend a neighbour some salt?","3, Very Likely | 2, Somewhat Likely | 1, Not Likely at all",,,,,,,y,,,hhc_q2_sst26,,
hhc_q2_instruction_ss,hhc_questionnaire_2,,descriptive,"<div class=""rich-text-field-label""><h5><span style=""color: #236fa1;"">Now imagine you lost a wallet or purse that contained R250 and your contact detail. How likely is it to be returned to you by the following people?</span></h5></div>",,,,,,,,,,,,,
hhc_q2_sst27,hhc_questionnaire_2,,radio,"27. Found and returned to you by someone who lives in the same community as you?","3, Very Likely | 2, Somewhat Likely | 1, Not Likely at all",,,,,,,y,,,hhc_q2_sst28,,
hhc_q2_sst28,hhc_questionnaire_2,,radio,"28. Found and returned to you by a complete stranger?","3, Very Likely | 2, Somewhat Likely | 1, Not Likely at all",,,,,,,y,,,hhc_q2_sst28,,
hhc_q2_rights_equity,hhc_questionnaire_2,"<div class=""rich-text-field-label""><h6 style=""text-align: center;"">SECTION 15: GENDER EQUITY</h6> <p style=""text-align: center;""> </p></div>",descriptive,"<div class=""rich-text-field-label""><h5 style=""text-align: left;""><span style=""color: #236fa1;"">The following section is about rights and <span style=""text-decoration: underline;"">Privileges of Men & Equity for Girls. </span></span><span style=""color: #236fa1;"">We are interested in if you agree or disagree with the following statements. </span></h5></div>",,,,,,,,,LV,,,,
hhc_q2_rights_equity_1,hhc_questionnaire_2,,radio,"1. It is important that sons have more education than daughters.","1, Agree | 2, Disagree",,,,,,,y,,,hhc_q2_rights_equity,,
hhc_q2_rights_equity_2,hhc_questionnaire_2,,radio,"2. Daughters should be sent to school only if they are not needed to help at home.","1, Agree | 2, Disagree",,,,,,,y,,,hhc_q2_rights_equity,,
hhc_q2_rights_equity_3,hhc_questionnaire_2,,radio,"3. The most important reason that sons should be more educated than daughters is so that they can better look after their parents when they are older.","1, Agree | 2, Disagree",,,,,,,y,,,hhc_q2_rights_equity,,
hhc_q2_rights_equity_4,hhc_questionnaire_2,,radio,"4. If there is a limited amount of money to pay for tutoring, it should be spent on sons first.","1, Agree | 2, Disagree",,,,,,,y,,,hhc_q2_rights_equity,,
hhc_q2_rights_equity_5,hhc_questionnaire_2,,radio,"5. A woman should take good care of her own children and not worry about other people's affairs.","1, Agree | 2, Disagree",,,,,,,y,,,hhc_q2_rights_equity,,
hhc_q2_rights_equity_6,hhc_questionnaire_2,,radio,"6. Women should leave politics to the men.","1, Agree | 2, Disagree",,,,,,,y,,,hhc_q2_rights_equity,,
hhc_q2_rights_equity_7,hhc_questionnaire_2,,radio,"7. A woman has to have a husband or sons or some other male kinsman to protect her.","1, Agree | 2, Disagree",,,,,,,y,,,hhc_q2_rights_equity,,
hhc_q2_rights_equity_8,hhc_questionnaire_2,,radio,"8. The only thing a woman can really rely on in her old age is her sons.","1, Agree | 2, Disagree",,,,,,,y,,,hhc_q2_rights_equity,,
hhc_q2_rights_equity9,hhc_questionnaire_2,,radio,"9. A good woman never questions her husband's opinions, even if she is not sure she agrees with them.","1, Agree | 2, Disagree",,,,,,,y,,,hhc_q2_rights_equity,,
hhc_q2_rights_equity_10,hhc_questionnaire_2,,radio,"10. When it is a question of children's health, it is best to do whatever the father wants.","1, Agree | 2, Disagree",,,,,,,y,,,hhc_q2_rights_equity,,
hhc_q2_rights_equity_11,hhc_questionnaire_2,,radio,"11. Daughters should be able to work outside the home after they have children if they want to.","1, Agree | 2, Disagree",,,,,,,y,,,hhc_q2_rights_equity,,
hhc_q2_rights_equity_12,hhc_questionnaire_2,,radio,"12. Daughters should have just the same chance to work outside the homes as sons.","1, Agree | 2, Disagree",,,,,,,y,,,hhc_q2_rights_equity,,
hhc_q2_rights_equity_13,hhc_questionnaire_2,,radio,"13. Daughters should be told that an important reason not to have too many children is so they can work outside the home and earn money.","1, Agree | 2, Disagree",,,,,,,y,,,hhc_q2_rights_equity,,
hhc_q2_rights_equity_14,hhc_questionnaire_2,,radio,"14. I would like my daughter to be able to work outside the home so she can support herself if necessary.","1, Agree | 2, Disagree",,,,,,,y,,,hhc_q2_rights_equity,,
hhc_q2_gender_norms_start_e,hhc_questionnaire_2,"<div class=""rich-text-field-label""><h6 style=""text-align: center;"">SECTION 16: GENDER NORMS</h6> <p style=""text-align: center;""> </p></div>",descriptive,"<div class=""rich-text-field-label""><h5 style=""text-align: left;""><span style=""color: #236fa1;"">The following section is about <span style=""text-decoration: underline;"">gender norms</span>. </span><span style=""color: #236fa1;"">We are interested in how much you agree or disagree with the following statements. </span></h5></div>",,,,,,,,,LV,,,,
hhc_q2_gender_norms_1,hhc_questionnaire_2,,radio,"1. A women should tolerate violence to keep her family together.","0, Do not agree at all | 1, Somewhat agree | 2, Agree a lot",,,,,,,y,,,hhc_q2_gender_norms,,
hhc_q2_gender_norms_2,hhc_questionnaire_2,,radio,"2. If someone insults a man he should defend his reputation with force if he has to.","0, Do not agree at all | 1, Somewhat agree | 2, Agree a lot",,,,,,,y,,,hhc_q2_gender_norms,,
hhc_q2_gender_norms_3,hhc_questionnaire_2,,radio,"3. A man using violence against his wife is a private matter that shouldn't be discussed outside the couple.","0, Do not agree at all | 1, Somewhat agree | 2, Agree a lot",,,,,,,y,,,hhc_q2_gender_norms,,
hhc_q2_gender_norms_4,hhc_questionnaire_2,,radio,"4. It is the man who decides what type of sex to have.","0, Do not agree at all | 1, Somewhat agree | 2, Agree a lot",,,,,,,y,,,hhc_q2_gender_norms,,
hhc_q2_gender_norms_5,hhc_questionnaire_2,,radio,"5. Men are always ready to have sex.","0, Do not agree at all | 1, Somewhat agree | 2, Agree a lot",,,,,,,y,,,hhc_q2_gender_norms,,
hhc_q2_gender_norms_6,hhc_questionnaire_2,,radio,"6. Men need sex more than women do.","0, Do not agree at all | 1, Somewhat agree | 2, Agree a lot",,,,,,,y,,,hhc_q2_gender_norms,,
hhc_q2_gender_norms_7,hhc_questionnaire_2,,radio,"7. You don't talk about sex, you just do it.","0, Do not agree at all | 1, Somewhat agree | 2, Agree a lot",,,,,,,y,,,hhc_q2_gender_norms,,
hhc_q2_gender_norms_8,hhc_questionnaire_2,,radio,"8. A women who has sex before she marries does not deserve respect.","0, Do not agree at all | 1, Somewhat agree | 2, Agree a lot",,,,,,,y,,,hhc_q2_gender_norms,,
hhc_q2_gender_norms_9,hhc_questionnaire_2,,radio,"9. Women who carry condoms on them are easy.","0, Do not agree at all | 1, Somewhat agree | 2, Agree a lot",,,,,,,y,,,hhc_q2_gender_norms,,
hhc_q2_gender_norms_10,hhc_questionnaire_2,,radio,"10. It is a woman's responsibility to avoid getting pregnant.","0, Do not agree at all | 1, Somewhat agree | 2, Agree a lot",,,,,,,y,,,hhc_q2_gender_norms,,
